"seed","id","X","Z","A1","Y1","A2","Y2"
217267.499029137,1,-0.374142819651762,1,0,-0.00682983832259146,0,2.24221830312053
217267.499029137,2,0.157580564007126,0,1,-0.322018832925905,1,4.70544788336439
217267.499029137,3,0.711584138198073,1,1,0.718287217582401,1,5.44689534428752
217267.499029137,4,-0.382987020045678,1,0,-0.296695712502062,0,3.62278720477285
217267.499029137,5,-0.368174978251974,0,0,-0.0512779054283018,1,6.40163314673885
217267.499029137,6,0.779622486841825,0,1,-2.23821030336539,1,0.555088755326353
217267.499029137,7,2.1641604114359,1,0,0.110806590936364,0,3.82306047021113
217267.499029137,8,-0.105504450176225,0,0,-0.0165964459265137,0,1.97723092873305
217267.499029137,9,-0.163487671413898,0,0,-0.733068509458001,1,6.17556852056714
217267.499029137,10,0.10120881324361,0,1,-0.245479681143718,1,4.81489408375272
217267.499029137,11,-1.19997619234101,0,0,-0.419255357878187,0,3.42688959958534
217267.499029137,12,-2.40892197137865,1,1,-0.329868299026622,1,6.34513291027106
217267.499029137,13,-1.23406512867414,1,0,-1.88709774739882,0,0.133239539252949
217267.499029137,14,-3.06613264222655,0,0,-2.63300319948565,0,-0.766616168716016
217267.499029137,15,-0.348547245139589,0,0,0.42773796635057,1,3.26778362434503
217267.499029137,16,1.49181683416237,1,0,1.52569655341809,1,4.24757675716829
217267.499029137,17,0.415148714683169,0,1,-1.93394131643486,0,1.31513661624997
217267.499029137,18,0.428080817539926,1,0,2.32615047978594,0,-4.59059355639501
217267.499029137,19,0.881018279504327,1,0,1.76475180221917,0,-1.43390901122621
217267.499029137,20,-0.331788614355065,0,1,-2.16587122220256,1,1.59159207660535
217267.499029137,21,-0.265675926746844,0,1,-1.62761203576025,1,3.84091589289689
217267.499029137,22,0.703790818951987,0,1,-0.0318501468748515,0,4.90331529333621
217267.499029137,23,-1.45826118112648,0,0,-0.971307088186724,0,3.69013416532622
217267.499029137,24,-1.66836598019848,1,1,0.982194627109232,0,2.72444148993021
217267.499029137,25,-0.525566813497265,0,1,-1.82689299638886,0,0.929520803160374
217267.499029137,26,0.361654007474904,0,1,1.5101946826147,1,1.71235852158259
217267.499029137,27,-0.940182521534286,1,0,-0.308785819609743,1,6.82332137073493
217267.499029137,28,0.598650555829397,0,1,-2.00205101925697,0,2.04126014437407
217267.499029137,29,0.686760474682414,0,1,-1.60360662944281,1,5.10919041240611
217267.499029137,30,0.975173827926286,0,0,1.05154118897201,0,-0.409532414302407
217267.499029137,31,-0.0500364298446499,0,0,-0.0400615347169948,1,4.65665496159574
217267.499029137,32,-0.693728992976871,1,1,-1.52615757958351,1,4.76248857563912
217267.499029137,33,0.255591296727883,1,0,-0.235236222492796,1,6.90444199830169
217267.499029137,34,-0.631737793704259,0,0,-1.5514638640694,1,3.82638174414527
217267.499029137,35,-2.1251258965488,0,0,-1.32492781756846,0,1.38207221468716
217267.499029137,36,1.50662347264613,0,1,0.608734280374808,0,2.65379924509338
217267.499029137,37,-1.66809651231796,0,1,-2.13419562473071,0,1.70180365061831
217267.499029137,38,0.430429609715806,0,0,0.536682325612182,0,2.20408111613873
217267.499029137,39,-1.14186961299426,1,1,-1.85788631573908,0,3.4193659817305
217267.499029137,40,-0.441025255296622,0,1,0.513140793389835,0,4.71987094989386
217267.499029137,41,-0.287624330680329,1,0,1.6497676438069,0,-0.214343988054353
217267.499029137,42,-1.6906073464486,0,0,-1.88815701454564,1,2.51588238370818
217267.499029137,43,-1.4809469795276,0,1,-1.36424990996442,0,3.46061979649749
217267.499029137,44,0.995305631723804,0,0,-0.0199024826090396,1,7.21082045408029
217267.499029137,45,-1.34119271693837,0,0,-1.25028055080217,1,5.38684345238042
217267.499029137,46,-0.602336027936723,1,1,-0.892092842937565,1,6.4529306618432
217267.499029137,47,-0.919038386408538,0,1,-1.96909500155419,1,3.04958225155559
217267.499029137,48,-0.33395142508237,1,0,1.22645599614952,1,4.02159240358469
217267.499029137,49,1.05724396729049,1,1,-1.6014109487307,1,5.37946148628212
217267.499029137,50,-0.47170073815542,1,1,0.294841171777177,1,4.91254464461506
217267.499029137,51,-0.0210803908648628,1,0,0.676808218305083,0,3.53615056734711
217267.499029137,52,0.383473565617056,1,1,-1.36344443353787,1,4.91743345005888
217267.499029137,53,-1.64277503928783,0,0,-2.6699578500566,0,-3.14519001830497
217267.499029137,54,-0.951689561181064,0,1,-2.77791483644221,1,-1.94146870116287
217267.499029137,55,-0.512844279533461,1,1,-1.25269170020547,1,4.95821977711259
217267.499029137,56,0.490659242108235,1,0,-0.0732312305616707,1,5.34349033700729
217267.499029137,57,1.36355245237841,0,0,2.85606649889723,0,-5.12154148496292
217267.499029137,58,-0.640476017269386,0,1,-1.0044101270758,1,1.92438104542577
217267.499029137,59,-0.681399908272998,0,1,-1.10802300010533,0,2.39606463847646
217267.499029137,60,-0.993682019329189,1,0,-0.858855096122234,0,5.16845496801312
217267.499029137,61,-0.410099558032823,1,1,-1.28130626977952,1,2.33867644243842
217267.499029137,62,-0.832161099876435,0,1,-0.775764053473877,0,4.87065974179365
217267.499029137,63,0.362598899514481,0,0,0.785297605888206,1,5.14939380490456
217267.499029137,64,-0.3840342096095,0,0,-0.269887632759862,0,2.18336508414737
217267.499029137,65,-1.15206726491125,0,1,-0.68605154686752,1,4.52935766493343
217267.499029137,66,0.34119554442141,0,0,0.881308897573252,1,4.93503711356608
217267.499029137,67,-1.74255218841773,1,0,-1.0351551808342,0,3.9342214751804
217267.499029137,68,1.39034418949529,0,0,3.51317220215755,0,-12.8672745440669
217267.499029137,69,-0.96861598445987,1,0,-1.86352613083822,0,1.69669098412575
217267.499029137,70,0.957492324262713,0,0,1.54266761873317,1,0.608801568455635
217267.499029137,71,-1.42226900948716,0,1,-1.38233927735157,0,3.87416004979629
