"seed","id","X","Z","A1","Y1","A2","Y2","Time1","Time2"
495117.750823246,1,0.682166646601612,0,0,1.93197300155211,1,-3.28235971300928,0,0
495117.750823246,2,0.122526137382362,0,0,-0.244951636629491,1,5.45739594541368,0,0
495117.750823246,3,-0.404268300437186,0,1,-2.18062374131302,1,3.43606298305539,0,0
495117.750823246,4,0.389652763369048,0,1,-0.631657199734824,1,3.89903508659306,0,0
495117.750823246,5,-0.553691570381668,0,0,-0.751058254340046,1,5.17428743399622,0,0
495117.750823246,6,1.04776195848568,0,1,-0.326382484642177,1,5.55978995316509,0,0
495117.750823246,7,0.160523062677592,0,0,0.120887302556921,0,3.93558567717831,0,0
495117.750823246,8,-0.434769546475997,0,0,-1.74389665562725,1,3.75217137380463,0,0
495117.750823246,9,1.15387611282395,1,0,-0.275442098778387,1,7.75104600761725,0,0
495117.750823246,10,0.548455231812252,1,0,0.0589244747189623,1,5.36633063213467,0,0
495117.750823246,11,0.546325382231388,0,0,0.997044946589541,0,2.12746442305033,0,0
495117.750823246,12,0.541420016289169,0,0,-0.408906234987805,1,5.78546097248782,0,0
495117.750823246,13,0.0207731369313299,0,0,0.131692999009433,1,4.62888277551881,0,0
495117.750823246,14,-1.07762787406156,0,1,-2.22704562690828,1,1.24702597883042,0,0
495117.750823246,15,0.173916917225087,0,1,-1.29076629695792,0,3.29741539083927,0,0
495117.750823246,16,0.318898887773069,0,0,1.47233766282448,1,1.6955283876801,0,0
495117.750823246,17,0.209642995996457,0,1,-0.171446925965714,0,3.37186165071473,0,0
495117.750823246,18,1.54804145926391,0,0,1.01176472826402,0,1.18309673964864,0,0
495117.750823246,19,1.98254356509304,1,0,0.796181509901404,0,0.729236502049907,0,0
495117.750823246,20,-0.782151994589512,0,1,-0.714332611703965,1,6.75714069546262,0,0
495117.750823246,21,0.796038788793474,1,1,0.577831467882554,0,2.38354693382527,0,0
495117.750823246,22,-0.654105430168829,1,1,-0.363639715477368,0,4.80118455929067,0,0
495117.750823246,23,0.0981833836235203,1,0,1.04472612020858,1,3.5292278624455,0,0
495117.750823246,24,0.890593261943145,1,1,-0.431568460175072,1,5.90617806107279,0,0
495117.750823246,25,1.43883217867831,1,0,2.3900387887908,0,-3.23505629701524,0,0
495117.750823246,26,-0.0640374778417224,1,1,-1.38608920019087,1,4.30090869871878,0,0
495117.750823246,27,-1.24863859694023,0,0,-1.8628465088637,0,0.235066664032074,0,0
495117.750823246,28,-0.196606373586111,0,0,-0.596930872412718,0,2.69800166447064,0,0
495117.750823246,29,0.219808956123836,1,0,0.137232837610496,1,6.65332413228248,0,0
495117.750823246,30,-0.525105333450928,0,0,-0.0195372970433695,0,3.56180574650695,0,0
495117.750823246,31,0.279863380840002,1,0,3.20808829555294,0,-10.8420575648979,0,0
495117.750823246,32,-1.05152557225664,0,1,-2.47288122843504,0,-0.673587523885116,0,0
495117.750823246,33,0.422108338652066,0,1,-1.39568363711934,1,3.09527066846493,0,0
495117.750823246,34,0.163605064373194,0,0,1.32727809196481,0,0.494773519117013,0,0
495117.750823246,35,0.400388683548834,1,0,-1.85124104780133,1,4.84480843682508,0,0
495117.750823246,36,1.48914394397583,1,0,-0.286407161949208,0,2.83063488877249,0,0
495117.750823246,37,-0.247044402939773,1,0,-0.88964987213179,0,3.04305516142341,0,0
495117.750823246,38,-1.70290233710386,0,1,-2.57626833145643,1,-0.165515240242195,0,0
495117.750823246,39,-1.47165184295166,0,1,-2.23093319058865,0,-1.2396053198648,0,0
495117.750823246,40,-1.10345325998226,0,1,-3.0974863564021,0,-2.2204098611425,0,0
495117.750823246,41,0.414961003447107,1,0,-0.650277695775705,1,6.68389521797776,0,0
495117.750823246,42,0.292484519219302,0,0,-0.24736553594866,0,0.625203876231557,0,0
495117.750823246,43,1.0507416833118,0,0,-1.852239732949,1,4.75023870542345,0,0
495117.750823246,44,0.88261223107834,0,1,0.455936131070434,1,6.40176967903245,0,0
495117.750823246,45,-0.613410631059181,0,1,-3.03559974084552,0,-3.26514772625893,0,0
495117.750823246,46,-0.231373775389708,0,0,-0.0346681694192471,1,4.95123344210568,0,0
495117.750823246,47,-0.402387974163909,1,0,-1.68919487580408,1,5.15071764236182,0,0
495117.750823246,48,0.00920228780972824,1,0,0.5308993633325,0,3.006077457723,0,0
495117.750823246,49,0.567764716105603,0,1,-1.6699980391634,0,3.20791429014613,0,0
495117.750823246,50,0.652180158717324,0,1,-0.114004656480676,1,4.80901180785875,0,0
495117.750823246,51,0.222471203281465,0,1,-2.57331908629392,0,0.0779857370577773,0,0
495117.750823246,52,1.13155343824733,0,0,2.94713329044408,0,-8.49747697560096,0,0
495117.750823246,53,0.239545385844298,0,0,0.159651069448817,1,2.13469052178812,0,0
495117.750823246,54,0.433015860045217,0,0,0.508064038184529,1,3.50532672982225,0,0
495117.750823246,55,1.42643857899015,1,0,1.32781598209878,0,2.71981633985577,0,0
