"seed","id","X","Z","A1","Y1","A2","Y2","Time1","Time2"
23819.7556851471,1,-0.831426205021238,0,0,-0.647475265803543,0,3.37108282096826,0,0
23819.7556851471,2,0.761133146284483,0,1,-0.294532558555627,1,4.7960721056017,0,0
23819.7556851471,3,-1.4690716378483,0,0,-2.40218751686892,1,1.61480730213607,0,0
23819.7556851471,4,0.471297669033807,0,0,1.4890472664325,0,0.482177624088884,0,0
23819.7556851471,5,-1.38041291449989,0,0,-3.39907575874098,1,-3.23093654871033,0,0
23819.7556851471,6,0.937999521395187,1,0,-0.741119594380754,1,7.89625865008195,0,0
23819.7556851471,7,-1.95847751704275,0,1,-1.33259686856312,0,2.48149706570249,0,0
23819.7556851471,8,-0.168720230984338,1,1,-0.93871358583223,1,6.32692644316906,0,0
23819.7556851471,9,-1.00240194574142,0,1,-1.44376752768611,0,3.07547395881407,0,0
23819.7556851471,10,0.093816173299401,0,0,0.481943576407879,0,2.4073967008788,0,0
23819.7556851471,11,1.2829558410966,0,1,-0.340502671241587,1,3.50557540599958,0,0
23819.7556851471,12,0.241245112548345,0,1,0.0297029965122618,1,2.59279095314197,0,0
23819.7556851471,13,0.391286273285767,0,1,0.295433062244066,0,1.83978436970291,0,0
23819.7556851471,14,-1.31806192942869,0,1,-2.09111818685573,0,2.39457834077825,0,0
23819.7556851471,15,-0.0880995953232077,0,0,0.481426261104939,0,2.89316350876086,0,0
23819.7556851471,16,-0.316832712305109,0,0,0.309290722368064,1,6.25880395401494,0,0
23819.7556851471,17,1.83444040311195,0,0,2.8218391739122,1,-4.51716509210323,0,0
23819.7556851471,18,-0.117644155168663,0,0,0.548988716433896,0,2.79630127528309,0,0
23819.7556851471,19,-0.192874492569218,0,1,-0.422087969566117,1,4.84715533902208,0,0
23819.7556851471,20,-0.168154215866901,0,1,-0.931296518889904,1,4.60513651503055,0,0
23819.7556851471,21,-0.122905349015758,0,1,-0.0128079780921234,0,3.37718530912672,0,0
23819.7556851471,22,0.986608144593867,0,0,0.100993854381852,1,6.29549591926748,0,0
23819.7556851471,23,-1.15404518201501,1,1,-0.899364794279807,1,5.54799371642032,0,0
23819.7556851471,24,0.568894300945004,0,1,-2.75686798295466,0,-2.44249239006384,0,0
23819.7556851471,25,0.208873261199908,0,1,1.06546365947628,0,-0.152785570739418,0,0
23819.7556851471,26,-1.16819632790061,0,1,-2.52800581937714,0,-2.08008506440358,0,0
23819.7556851471,27,-0.232230460013873,1,1,-0.0261017365261814,0,5.11540077340247,0,0
23819.7556851471,28,-0.542675179549817,1,0,0.0629635401592699,0,3.67644226450449,0,0
23819.7556851471,29,1.61984878350554,0,1,-1.11945916514135,1,6.05364600593634,0,0
23819.7556851471,30,-0.379694790686823,1,1,-0.0388732780321132,1,3.5154496760814,0,0
23819.7556851471,31,-0.237147021883685,1,0,-0.254972996241493,1,6.8417128216664,0,0
23819.7556851471,32,0.126035044366365,1,1,-0.58005953517825,0,4.9732818208297,0,0
23819.7556851471,33,-0.0492606905414694,1,0,2.27637928594327,1,-1.94978699771452,0,0
23819.7556851471,34,0.313009477717095,0,1,-0.685007420853953,0,3.47988261569931,0,0
23819.7556851471,35,0.947938023230247,1,1,-1.25531652741477,1,6.09375438012794,0,0
23819.7556851471,36,0.818717995994265,0,0,0.739239919759814,0,2.87274429778875,0,0
23819.7556851471,37,1.07927721793534,1,0,0.209946745938175,1,7.47854688828495,0,0
23819.7556851471,38,0.30357124998961,1,0,1.68942102520412,0,-0.0753812585783695,0,0
23819.7556851471,39,0.267463405942821,0,0,2.7614925380532,1,-5.01394967515839,0,0
23819.7556851471,40,-0.289134627261306,1,0,0.385104153494008,1,5.55356763643722,0,0
23819.7556851471,41,-0.14533055693153,0,0,0.278346077719249,0,2.91920253598139,0,0
23819.7556851471,42,1.04031149707138,0,1,-0.303606965631717,0,3.51545890817465,0,0
23819.7556851471,43,0.247068928972702,0,1,1.20941738429264,1,2.16434047633225,0,0
23819.7556851471,44,-0.999678440199169,1,0,1.41189777124362,0,0.913424944780195,0,0
23819.7556851471,45,-0.677805347490202,1,1,-1.61821906862419,1,3.22956845462024,0,0
23819.7556851471,46,-1.97951839502275,0,1,-1.09103521989616,1,3.86090176234785,0,0
23819.7556851471,47,-0.766903892205191,0,1,-2.59870547697778,0,-1.60027308165347,0,0
23819.7556851471,48,-0.230519875522666,0,0,-0.393318048910229,1,6.69993103927695,0,0
23819.7556851471,49,0.615317518480176,0,0,0.1042463545593,0,3.6677671691118,0,0
23819.7556851471,50,-0.409082164252245,0,1,0.214962047374435,0,2.06584659441985,0,0
23819.7556851471,51,-0.00743664821511346,0,0,1.01684091805006,1,4.0137765555927,0,0
23819.7556851471,52,-0.0897110431248006,0,1,-0.342734714123774,1,3.28846299900902,0,0
23819.7556851471,53,0.961495949124129,1,0,-0.250198454298736,0,3.85987565926614,0,0
23819.7556851471,54,1.18325281678278,0,0,3.93170276222056,1,-14.6176676091815,0,0
23819.7556851471,55,-0.128820253207773,0,1,-0.852056159805528,1,3.80855334109615,0,0
23819.7556851471,56,0.80596768131444,1,1,-1.08584161323767,0,4.23281856019812,0,0
23819.7556851471,57,0.802983587248584,0,0,1.35786116997787,1,1.51524043520291,0,0
23819.7556851471,58,0.212934946282006,0,1,0.146130969965118,0,1.64895014209737,0,0
23819.7556851471,59,0.441008730560465,1,0,0.208529363856342,0,3.84184572647546,0,0
23819.7556851471,60,-0.0761848576748947,0,1,-1.98309390613296,1,2.15387094617531,0,0
23819.7556851471,61,-0.585191611665781,0,0,-0.924930056144276,0,4.27409971682398,0,0
23819.7556851471,62,1.1215727347823,0,0,0.662942134831206,1,4.14496180269764,0,0
23819.7556851471,63,1.52121257021167,0,1,0.506188858382407,1,4.18842042676813,0,0
23819.7556851471,64,-0.297783462513162,1,0,-0.206681518908294,0,3.83360103480253,0,0
